label,statement
0,"Do you know right now over 70% of federal employees are still working from home three years after COVID? Right now, over 70% of federal employees are still working from home three years after COVID."
0,"In Wisconsin, we have 50% of the population paying 50%, 60%, 70%, sometimes 80% for their housing. In connecting affordable housing and the pandemic to homelessness."
1,"Right now in Ohio 200,000 people are getting opioid treatment because they have insurance under the Affordable Care Act."
0,"Crooked Joe Biden-directed New York AG Witch Hunt fight Crooked Joe Biden's weaponized persecution at every step Letitia James visited Joe Biden in the White House numerous times during the Trump witch hunt conspiracy"" to help Biden politically
""Biden directed New York AG Witch Hunt"
0,"And Joe Biden told you that his American Rescue Plan  his massive boondoggle stimulus plan  'created jobs. Lots of jobs.' He said he created 5 million jobs. That is another lie. There is no evidence Biden's spending produced one job. Nonpartisan projections for job growth in 2021, not including that American Rescue Plan, showed higher job growth than Biden produced. Did it create as many jobs as predicted? We don't know yet. Predictions often fall short. The only genuine answer to that is to compare what went on in 2021 with what would have gone on if we didn't have the American Rescue Plan. There is no evidence Biden's spending produced one job. Nonpartisan projections for job growth in 2021, not including that American Rescue Plan, showed higher job growth than Biden produced."
0,All these mail ballots  I think that is totally wrong to just send everyone a ballot. But the Republicans and Trump funded $400 million in March of 2020 for mail ballots. They funded it out of Washington  I would never have agreed to fund that. The Republicans and Trump funded $400 million in March of 2020 for mail ballots.
1,There have been zero reported instances of any child born alive after an abortion in Texas.
0,"'Remember when they were desegregating Lynnfield, the neighborhood? There was a Black family moving in and there was people were down there protesting; I told you not to go down there and you went down, remember that? And you came and got arrested standing on the porch with a Black family? And they brought you back, the police?' And I said, 'Yeah, Mom, I remember that.' It seems like yesterday the first time I got arrested. She said, 'Joey, remember at 15 years old and that real estate agent sold a house to the Black couple in Lynnfield.'  This was in suburban sprawl, the neighboring neighborhood. 'I told you not to go down there because of the protests, and you went down and you got arrested because you were standing on the porch with the Black couple?' I said, 'Yeah, Mom. I remember that.' Joey, remember when they desegregated the neighborhood called Lynnfield? You were 13, I told you not to go there, all those people were protesting, and you got arrested standing on the porch with the Black family?' 'Remember I told you not to go down, and the police brought you back because you were standing on the front porch with the Black couple?' The police brought you home."
0,"Indeed, a quarter of the entire acreage in the country that is under hemp production is here in North Carolina. These farmers and small business owners literally plowed the ground in North Carolina to make it fertile for the legalization of marijuana when we got to that point. This bill, while taking a long overdue step, shuts out N.C. businesses and farmers and will make already large, wealthy, out of state companies larger and wealthier at the expense of small hemp farmers and businesses. We should work harder to figure out a way to let our homegrown businesses benefit from this new market and keep our dollars in-state rather than let our dollars flow to out-of-state cannabis corporations. A quarter of the entire acreage in the country that is under hemp production is here in North Carolina."
1,"As Mayor of New York City, Mike led one of the nation's most ambitious affordable housing plans, implementing several initiatives that have been replicated in cities around the country. During his tenure, street homelessness decreased by 28% and more than 170,000 affordable homes were built or preserved."
1,"90% of the (school) districts in Wisconsin already have a policy. What we really need here is a unified approach. We are saying to the school districts that we're standing with you on this, because everyone agrees this is a problem. 90% of the (school) districts in Wisconsin already have a policy"" that bans cellphones during instructional time."
0,"I'll admit, I've never worked in Washington. But to me, there's a lot going on there that makes no sense. Like get this: 64 members of Congress  Republicans and Democrats  have broken a law to stop insider stock trading, yet Washington refuses to do anything about it. Cheri is the only candidate in this race who will stand up to both parties and special interests to put North Carolina first, which is why she supports a ban on stock trading by Members of Congress  because our elected officials should focus on serving the people, not enriching themselves. Voters have a right to know that their elected officials are prioritizing the public interest and not their own personal financial interest. It doesn't matter that someone may look at this as simply a reporting issue. It is a transparency issue, and filing late chips away at the public's trust. 64 members of Congress have broken a law intended to stop insider stock trading, yet Washington refuses to do anything about it."
1,"No other city in America did what we did. We reduced murders by 50%, reduced police shootings to historic lows, reduced the number of people incarcerated by nearly 40%."
0,"You know, most of us don't think that the stock market is an indicator of the economy, but if you do, because I know the former president does, it hit an all-time high under President Biden and not under President Trump. The stock market hit its highest point ever under President Biden, higher than at any point during the previous administration. The stock market hit an all-time high under President Biden and not under President Trump."
1,Donald Trump and Thom Tillis opposed legislation that would lower the price of insulin and other prescription drugs.
0,"In 2022, illegal immigrants will have MORE FREEDOMS and easier access to healthcare and ballot boxes than most Americans... Just think about that."
0,Donald Trump intends to cut Social Security and Medicare. Donald Trump tried to cut Social Security and Medicare.
0,"Gender Queer on NEA Summer Reading List for Kids,"" read a Fox News chyron during a July 5 segment of ""The Faulkner Focus. The country's largest teachers union is sending educators a recommended list of 11 books for students' summer reading, and one of those books is actually titled 'Gender Queer,'"" host Julie Banderas said during the show, describing the book as being ""about masturbation and oral sex.""
Fox News host Tomi Lahren said something similar in a July 6 OutKick article, describing the book as ""soft porn"" and asserting that the NEA ""recommended teachers include the graphic gay sex novel 'Gender Queer' on their student's summer reading lists.""
A July 5 Fox News chyron read, ""'Gender Queer' on NEA Summer Reading List for Kids."" 
Host Julie Banderas similarly characterized the NEA's list as being intended for kids."
1,"In 2016, an officer was assaulted in America on an average of every 10 minutes, can you believe that?"
0,"AOC is a liar, liar. Her $60,000 Tesla must be on fire. She says that all young people want to be socialists; another lie. the youngest elected congressman."
0,"Do whatever the hell they want. I guess I should clear my mind here a little bit. If Biden wins, can he even survive till 2029? The real question is, can we? All of us should reject the dangerous statements made by the previous president that invited Russia to invade our NATO allies if they weren't paying up. He said if an ally did not pay their dues, he'd encourage Russia to, quote, 'do whatever the hell they want.' I guess I should clear my mind here a little bit and not say what I'm really thinking. But let me be clear: This is an outrageous thing for a president to say. I can't fathom. I can't fathom. From Harry Truman on, they're rolling over in their graves hearing this. As long as I'm president, America stands by our sacred commitment to our NATO allies as they have stood by their commitments to us repeatedly. Putin and the whole world should know: If any adversary were to attack us, our NATO allies would back us. And if Putin were to attack a NATO ally, the United States will defend every inch of NATO territory. Now is the time for even greater unity among our NATO allies to stand up to the threat that Putin's Russia poses. Why"
0,"Now, not only is President Joe Biden coming for your paycheck, but he's coming for your stove. You heard me right. The White House is now attempting to ban all gas ovens and burners, that's like half the country. To be clear, CPSC isn't coming for anyone's gas stoves."
1,"Over the past year, Illinois has reduced its unemployment rate more than all of the top 20 most populated states in the nation -and more than our Midwestern peers."
1,Goodwin referred to Causey as a 30 year perennial candidate for the same office.
1,"80 percent of the tax falls on those who make $50,000 a year or less."
1,Clarence Thomas is about to become the only member of the current Supreme Court who was nominated by a president of one party and confirmed by a Senate controlled by the other party.
1,BUSTED: Melania Trump Lied Under Oath in 2013 About Graduating From College With a Bachelor's in Architecture.
0,"Even before the pandemic, he lost manufacturing jobs, by most people's estimates at least 200, All told, almost 200,000 manufacturing jobs were lost during his presidency, starting before the pandemic hit. Even before the pandemic, Trump lost manufacturing jobs, by most people's estimates at least 200,"
0,just voted recently to let illegals vote in U.S. elections. voted recently to let illegals vote in U.S. elections.
1,"Trump said, it's only a federal crime for the inspector general to out a whistleblower."
1,The New York Times publish a 2015 stock photo of a young girl claiming Israeli forces killed her during last week's war with Hamas.
0,The repeal of Roe v. Wade has exacerbated the state's OB-GYN shortage as residency programs report a decline in enrollment due to the inability of residents to receive training in-state. It's nearly impossible to find doctors who are willing to go to states that have such hostile bans. A real worry to not be able to recruit and retain physicians in a state that doesn't provide abortions. More than three-quarters of respondents would not even apply to states with legal consequences for providing abortion care. Roe's overturning  and the subsequent halt of abortions in Wisconsin  exacerbated the state's OB-GYN shortage by driving medical school graduates away from residencies in the state.
1,In fact 7 out of 10 new jobs in America are created by small businesses.
1,"President Donald Trump won Wisconsin by 23,000 votes... in Milwaukee, 93,000 blacks didn't vote."
0,"How bad does it have to be for CBS to expose the fact that Kamala Harris, who's drawing  the biggest crowds you've ever seen, millions, billions  Here's CBS like, ah, actually I think they're busing them in."
0,"Because of what we have done, we have cut the flow of illegal immigration by half. We have cut the flow of fentanyl by half. We have seen  the intake of fentanyl reduced by half. We have cut the flow of fentanyl by half."
0,"Charlie Crist is pro-life and his opponent is pro-choice. Nikki Fried takes him at his word, and the word he uses is pro-life. Charlie Crist is pro-life."
0,"I have never seen such a disingenuous campaign, making up lies, not only about me, taking things completely out of context, but also embellishing her record and what she's done, like talking about fentanyl and how she's done something about the fentanyl crisis. She has done absolutely nothing. In reality, she did nothing."
0,"So the Pennsylvania Supreme Court just ruled, in effect, that the 2020 Presidential Election was Rigged. but they'll let that result stand, however, in future Elections, you are no longer allowed to do what was done in the 2020 Election. Is that fair, or even legal. This decision represents far more votes than would have been needed to win Pennsylvania. What a SCAM!"
0,"Lyin' Kamala supported abolishing ICE. Harris supported abolishing ICE. Harris ran on a platform dedicated to defunding the police and abolishing ICE, and there is no question that she will implement these horrible policies if she has the chance. Harris supported abolishing ICE. Harris supported abolishing ICE. Harris supported abolishing ICE. Harris supported abolishing ICE. Harris supported abolishing ICE. Harris supported abolishing ICE. Harris supported abolishing ICE. Harris supported abolishing ICE. Harris supported abolishing ICE. Harris supported abolishing ICE. Harris supported abolishing ICE. Harris supported abolishing ICE. Harris supported abolishing ICE. Harris supported abolishing ICE. Harris supported abolishing ICE. Harris supported abolishing ICE. Harris supported abolishing ICE. Harris supported abolishing ICE. Harris supported abolishing ICE. Harris supported abolishing ICE. Harris supported abolishing ICE. Harris supported abol"
0,"I worked with Biden on the bipartisan gun bill. He was involved in every step of that process. And what has happened since we passed that bill? A 12% reduction in urban homicides in this country. Urban"" homicides, as he put it, are homicides committed in densely populated cities where crime is typically more concentrated.
""If this law is causing gun homicides to come down, then what happened in these cities? If national legislation is causing the decline, it should be doing it everywhere but it's not. Could what those monies were used for have influenced some of the trends? Maybe, but it's virtually impossible to measure a national aggregate change and some law and how it deals with things at the local level. The Bipartisan Safer in Communities Act led to 12% reduction in urban homicides in "
0,"Well, there was a report that came out today, I don't know if you all have seen it, but someone did a little survey about how many federal employees are actually working in the office. By one estimate, it may be about 1%, if you don't count the security personnel that are covering these buildings. And, so, one of the first things that I think you'll see is a demand from the new administration, and from all of us in Congress, that federal workers return to their desks and get back to the work that they are supposed to be doing. About 1% of federal employees are 'actually working in the office.'"
0,"The idea that Joe Manchin says that he can't explain this back home to his people is a farce. I mean, it's a farce in terms of plain democracy, because I represent more or just as many or more people than Joe Manchin does  perhaps more."
0,"Zelensky has reportedly blocked Truth Social in Ukraine. Truth Social is currently unavailable in your area. Ukraine did not and could not block access because, unfortunately, the social network Truth Social has never made itself available to users in Ukraine. We would appreciate it if the Truth Social would add Ukraine to their authorized region of operations. Trump lives in a 'disinformation space.'"
0,"Because of you, we had the establishment running scared  withstanding 3 to 1 in TV spending and an onslaught of billionaires spending millions to rig this election. 'Rigged' means manipulated by dishonest means. A few billionaires spent $10 million+ on attack ads against me, including an ad rated 'false' by an independent fact checker. That is dishonest means to manipulate an outcome. I said 'rigged by billionaires' and our politics are  in fact  'manipulated by big dark money.' At no time have I ever undermined the vote count and election process in CA, which are beyond reproach. That's a fact, whether we like it or not. If a well-endorsed established politician beats a relative newcomer, that's politics. All you are doing is playing into the narrative that nobody actually loses. One thing that makes our democracy work is people acknowledge they lose elections. Billionaires rigged the California senate primary election through dishonest means."
1,Evidence is mounting that marijuana legalization reduces opioid addiction numbers.
1,"Most research shows that UW salaries are a little behind, and in some areas we're behind more than others."
0,"This trial that I have now, that's a Biden trial. Two days from now, the entire world will witness the commencement of the very first Biden trial. As you witness this Biden trial, I ask all Americans to remember that this is not just about me, this is about our country and this is about you. Alvin Bragg is an independently elected state prosecutor who has nothing to do with Biden, the Justice Department or the federal government. The more relevant prior position held by Colangelo is not his DOJ jobs, but the NY AG position in which he participated in the Trump Foundation investigation. I'd bet that Bragg hired him in part because of his familiarity with the intricacies of Trump's businesses and financial dealings. This trial that I have now that's a Biden trial."
0,"My hands are in my pockets. The reality is the anti-carbon agenda is the wet blanket on our economy. And so the reality is more people are dying of bad climate change policies than they are of actual climate change. Fact: the climate disaster death rate has *declined* by 98% over the last century, even as carbon emissions have risen. The average person is 50X less likely to die of a climate-related cause than in Why? Fossil fuels. An inconvenient truth for the climate cult. You're more likely to be affected by restraints on fossil fuels. People are dying because of lack of access to fossil fuels. More people are dying of bad climate change policies than they are of actual climate change."
0,"On abortion, there's only one extremist in this race: Josh Stein. I don't think abortion should ever happen. I want to make North Carolina the 'most pro-life state in the Union.' I would support measures that outlaw abortion in all cases."
1,"Because of #TaxReform, 4 million American workers have received raises and bonuses, and 90% of Americans are seeing bigger paychecks this month."
1,"Half of everyone that's here illegally, in the US, came here legally on a visa and have overstayed their visa."
1,"I'm a little frustrated that a body dominated by millionaires, I'm not one of them, is going to focus on just a few hundred extra bucks and try to cut that out from under so many millions of American families."
0,"Our far-right legislature has thwarted Gov. Tony Evers' every attempt to enact proven, progressive policies in WI. In 2023, we saw our neighbors Minnesota, Michigan and Illinois blow past us with a host of highly popular, landmark policy wins like cannabis, paid family leave, abortion rights, and more. Paid family leave are highly popular. Both times, GOP lawmakers blocked the policy, even though recent polls find it favorable among voters in both parties.
"
0,"he wants a national database to track you and discriminate against you. sorid sic socialist record greenlight the development of a federal vaccination registry, aka database."
0,"West Virginia coal, oil, and gas will lead the way to America being energy dominant again; we just need to get the government out of the way. #WVEnergy #wvpol Gas prices up 63% in just 31 months under Biden administration. Gasoline prices are 'up 63%' under Biden."
0,"We have a national debt the size of our nation's economy for the first time since World War II. Joe Biden's policy is insolvency. I don't think the Trump-Pence administration did enough to rein in big government spending. Now, in the midst of COVID, we spent what we needed to spend to get American families and American businesses through that worst pandemic in 100 years. But I do believe whoever is the next president, it'll be important that we bring about the kinds of reforms and we make the kinds of choices necessary to lift the burden of more than $30 trillion in debt on our children and grandchildren."
1,"In Florida, an opioid recovery network has reduced overdose deaths. ""We're one of the only large states, in the country, where we can say we actually had a year-over-year reduction""."
1,"Joe Manchin has a D rating from the NRA, and fought alongside Obama and Schumer for anti-gun legislation."
1,The CDC tried to develop clear guidelines about what the stages of COVID-19 reopening should look like -the administration delayed and scaled them back.
1,Missouri ranks 45th in the nation in per capita state fiscal support for higher education and @MissouriState is last among Missouri schools. This must change.
0,"Harris wants to forcibly compel doctors and nurses against their will to give chemical castration drugs to young children. Chemical castration drugs"" given ""to young children."
0,"What does a work requirement do? Every study has shown, when you do that, it puts more people to work. And when they work, what happens? More people are paying into Social Security and Medicare. You will see at the end of the day, this makes our economy stronger, less dependent on China. Every study has shown"" that when work requirements are tied to federal safety-net programs, ""it puts more people to work."
1,Josh Hawley decided to use your taxpayer dollars to file a lawsuit that would take away important prescription drug coverage for seniors through Medicare and end all of the consumer protections under the ACA.
1,Kari Lake is opposed to red flag laws that would stop mass shootings.
1,Republicans on the Joint Finance Committee removed more than $8 billion in spending increases from Gov. Evers' budget proposal.
1,About 80 percent of that tax credit goes to claimants who are making a million dollars or more.
1,"In 2015, after the shooting of Walter Scott, I wrote a bill to fund body cameras. Last year, after the deaths of Breonna Taylor and George Floyd, I built an even bigger police reform proposal. But my Democratic colleagues blocked it. I extended an olive branch. I offered them amendments. But Democrats used the filibuster to block the debate from even happening."
0,"So the NC appeals court said and I paraphrase, yeah, it is despicable, the maps are skewed, citizens will be deprived of their vote, we agree with the experts, democracy hangs in the balance, yada yada, but you know, we are partisan hacks so we gonna live with it. I believe, and I do not think there can be any argument, that free and fair elections are fundamental to the continued existence of our democracy. Given the findings that were made by the appellate court, I cannot fathom their decision. Regrettably, the NC Republican majority passed legislation restoring partisan labels on members of the judiciary and to me, this decision reflects their re-election fears rather than a fair, just and impartial review. The NC appeals court confirmed the state's election maps are skewed but didn't block them because they are partisan hacks."
1,"Morrisey beat President Barack Obama at the Supreme Court, saving coal jobs."
0,"I think economists really disagree about the effects of tariffs. But what other people say, and I think the record supports this other view, is that it causes this dynamic effect where more jobs come into the country. Anything that you lose on the tariff from the perspective of the consumer, you gain in higher wages, so you're ultimately much better off. Anything that you lose on the tariff from the perspective of the consumer, you gain in higher wages, so you're ultimately much better off."
1,"Ann Coulter said: I am a settler. I am descended from settlers, not from immigrants. I'm not living in Cherokee nation; I did not immigrate to Cherokee nation. We're living in America, which was created by settlers, not immigrants."
0,"This is horrible news for American consumers and a major setback for clean energy. Tariffs are a direct, regressive tax on Americans and this tax increase will hit every family."
0,"Many of these teachers are soldiers, ex-soldiers, ex-policeman. They're people that really understand weapons. "
0,Ron Johnson just came out in favor of a federal abortion ban. We knew this was coming  he is doing everything he can to drag us back in time and strip women of their rights and freedoms. He is doing everything he can to drag us back in time and strip women of their rights and freedoms.
1,"The current school psychologist to student ratio in this country is roughly 1,400 to 1, while experts say it should be at most 700 to 1."
0,"She permitted the 'Zuckerbucks' influence money. But local clerks accepted that funding, from the Center for Tech and Civic Life. The commission and Wolfe played no role in soliciting, collecting or distributing the money. That makes this claim not only false, but ridiculous."
0,"NATO under direction from the United States is violating previous agreements and expanding eastward. Such an agreement was never made. I know of no agreement signed by the United States, Germany, Britain, France or any NATO member that foreswore NATO enlargement. This claim from Owens is factually incorrect. NATO never made a commitment to Russia not to enlarge. Candace Owens' statement is more fiction than not. No. 1, NATO as an organization did not make this commitment. No. 2, it wasn't an agreement. NATO is not violating, and it never offered an agreement."
1,"Let me explain that again: all the billionaires in America, during the pandemic, their net worth combined, according to studies, have increased by $800 billion."
1,Maddow mischaracterized Sanders thinking on guns.
0,"Think about parents who show up at school board meetings. By this DOJ, they're called domestic terrorists."
1,"When you compare us here in this country to the European Union, weâ're something like 23 times more likely for these incidents to occur here."
0,Brian Kemp wants to investigate and punish women for having miscarriages. Governor Brian Kemp signed the most extreme abortion law in the nation. criminal investigations into miscarriages. wants to investigate and punish women for having miscarriages.
0,"She wasn't given a name, only a number   For 29 days, she suffered in Mehmet Oz's lab, leaking blood, not eating, struggling to breathe. Twenty-nine days of unimaginable pain and suffering, until Oz took her for the last experiment. Just one of 300 dogs killed in Oz's lab. Mehmet Oz is unfit to be Pennsylvania's senator. A dog endured 'unimaginable pain and suffering' during heart research experiments, 'just one of 300 killed in Dr. Mehmet Oz's lab.' "
0,"I hate to say this, but there are more people who were shot every weekend in Chicago than there are in schools in Texas. We need to realize that people who think that 'well,"
0,"We are more energy independent today. Look that up. It's a fact. I would encourage the people watching: Look this up: 94 quads. We are more energy independent today under Biden. Pence doesn't know that. Your audience doesn't know that. More domestic oil production than any time in history, we're on pace for this year. That's a fact. You guys keep making that up. We are energy independent. Net energy exporters. This will be so much fun when this gets PolitiFacted tomorrow! 94 quads. It's the highest margin of net energy export in American history, under the Biden administration. By the way, I can't wait for PolitiFact tomorrow. It's going to be some fun."
1,We have a record 9.3 million job openings in the U.S.
0,"It's almost as if Twitter employees lifted a broad anti-conservative, anti-Trump shadow ban, which we all knew was taking place anyway, in an effort to cover their tracks before the new boss takes over. Now, Twitter claims that there's nothing nefarious at play here, but they've said that all before. Twitter lifted a broad anti-conservative, anti-Trump shadow ban."
1,"Right now, two-thirds of the U.S. Senate is composed of millionaires. We need someone who is in touch with the people."
0,"That's not including children who are born here to parents who are not legal immigrants because right now our government, wrongly, is saying if you're born in this country you're automatically an American citizen. our government, wrongly, is saying if you're born in this country you're automatically an American citizen."
1,"I had the Texas Workforce Commission dig into the numbers and provide me with the numbers, and here they are. We now have more job openings than we do people who are on unemployment. We have 60% more job openings today than we did the month before the pandemic hit the state of Texas"
0,requires our taxpayer-funded federal agencies to violate the Hatch Act and engage in illegal vote harvesting. the Biden administration is engaging in illegal vote harvesting. Executive Order 14019 requires our taxpayer-funded federal agencies to violate the Hatch Act and engage in illegal vote harvesting.
1,"Using the National Guard to do border security is very expensive. For what it would cost the Guard to make just TWO arrests at the border, we could give a homeless veteran permanent housing for an entire year."
0,"I want to address the fake job numbers the Harris-Biden administration has been reporting for the last year.  They claimed falsely that they created 818,000 jobs. MASSIVE SCANDAL! The Harris-Biden Administration has been caught fraudulently manipulating Job Statistics to hide the true extent of the Economic Ruin they have inflicted upon America. New Data from the Bureau of Labor Statistics shows that the Administration PADDED THE NUMBERS with an extra 818,000 Jobs that DO NOT EXIST, AND NEVER DID. The Harris-Biden Administration has been caught fraudulently manipulating Job Statistics."
0,"We've got to hold people to responsibility. believes in no-cash bail in having open prisons, letting people out of prison that are going to make us prisoners in our own home. And I said I cannot let that happen. believes in no-cash bail letting people out of prison that are going to make us prisoners in our own home."
1,"We've spent more money on the military than the next 12 nations combined. That, you will never hear in the media."
0,"Lyin' Kamala is giving a News Conference now, saying that I want to end the Affordable Care Act. I never mentioned doing that, never even thought about such a thing. She also said I want to end Social Security. Likewise, never mentioned it, or thought of it. The cost of Obamacare is out of control, plus, it's not good Healthcare. I'm seriously looking at alternatives. We had a couple of Republican Senators who campaigned for 6 years against it, and then raised their hands not to terminate it. It was a low point for the Republican Party, but we should never give up! I don't want to terminate Obamacare, I want to REPLACE IT with MUCH BETTER HEALTHCARE. Obamacare Sucks!!! I never mentioned wanting to end the Affordable Care Act and have never even thought about such a thing."
1,"""At least 85% of regular commuters to Manhattan use public transit, so those impacted by the congestion toll constitute a small minority"". Weisbrod and Wylde wrote. ""For the most part, these are people who can afford garage parking at prices that dwarf the proposed daily charge of $15. Traffic in the region has only gotten worse. The average commute time for people who drive to work in the city is 43 minutes, the longest in the nation."""
0,Kim Reynolds doesn't think nurses are educated. She's wrong.
1,We're doing tariffs on steel. We cannot lose our steel industry. It's a fraction of what it once was. And we can't lose our aluminum industry. Also a fraction of what it once was.
1,He voted a dozen times to kick thousands of Michigan families off their health insurance and eliminate protections for preexisting conditions.
1,"Before the pandemic, just over 40,000 were on continuing UI claims. Now, there are well over 100,000 on state or federal UI benefits."
0,"create the Adam Schiff-led January 6th Commission. a central voice"" on the Select Committee to Investigate the January 6th Attack on the United States Capitol."
1,"Last year, we prosecuted a record number of firearms offenses."
0,"Things that make you go thinking emoji. If you can show a picture to buy Sudafed, if you can show a picture to get on an airplane, you should be able to show a picture to make sure that we do what is incredibly inherent in our freedoms and that is the ability to vote. Let's figure out ways to make it easy, and cost-free, for every eligible voter to obtain a photo ID."
1,"The so-called red-flag bill; it's been endorsed by a commission put together by President Trump at the federal level, it's been enacted into law in a number of states, and shown to reduce the number of suicides by firearms."
1,"The reality of it is that Muslims in America have been subjected to more insults, attacks and hate crimes in the last two or three years than ever before, specifically more than after 9/11."
1,An ICE detainer request is not a valid warrant.
1,FUN FACT: West Virginia is home to zero billionaires.
0,"Ron Johnson pushed through a special tax loophole that benefited his own family's business  Then he cashed out of the company for $5 million  he has doubled his wealth since taking office. Now, did my business benefit? Sure. Did some of my donor businesses? Sure. When you give tax relief to everybody, everybody benefits. When I got elected, I took all my marketable securities and I turned them into cash. I've just been sitting on cash. The reason my wealth doubled is I finally sold my business. I cashed out on that.  I sat on cash, I'm still sitting on cash. I knew during the COVID recession, this is a really good time to invest in the stock market. I didn't. I should have increased my wealth 8 times. The change benefitted his business  but also applied to tens of millions of other businesses."
1,Richard Blumenthal lied about his service in Vietnam.
1,"This man just wanted to pet some dogs for his 100th birthday, so his family organized a neighborhood dog parade! Over 200 dogs showed up and lined up around the block to wish Robert a happy birthday."
1,Wisconsin is second to last in the Midwest in our vaccination rate and the governor says he's satisfied.
1,"When Connecticut did licensing, their shootings dropped, their murders dropped 40%. Suicides dropped 15%. These are things that have been tried and done and that work."
0,"My Treasury Department is planning to pay down the national debt this quarter, which never happened under my predecessor. Not once. Not once."
1,The people who got unlimited anonymous money from corporations into elections is a group called Citizens United. Hawley is endorsed by Citizens United. He is all down for the dark money.
0,Joe Biden's war on American energy caused this crisis and his only response has been to drain our strategic petroleum reserve to its lowest level since  Biden caused this crisis and his only response has been to drain our strategic petroleum reserve to its lowest level since 
1,An overwhelming majority of Wisconsinites support restoring #Roe and legalizing marijuana.
1,Sullivan County once again has the highest opioid death rate in all of New York State. It's the only county in the Hudson Valley not included in the federal High-Intensity Drug Trafficking Area.
0,A vote for Kennedy is a wasted protest vote. far more LIBERAL than anyone running as a Democrat. RFK Jr. is a Radical Left Democrat.
0,"President Biden canceled the Keystone XL Pipeline on his first day in office. This project would have produced 830,000 barrels of oil per day, more than enough to offset what we import from Russia. The Keystone XL pipeline would have produced 830,000 barrels of oil per day, more than enough to offset what we import from Russia. President Biden's energy agenda has strengthened Putin at the expense of hard-working Kansans."
1,The President hasn't built any new wall in the whole term of office.
0,"You're allowed to rob a store as long as it's not more than $Has everyone ever heard of that? You can rob a store, and you have these thieves going into stores with calculators, calculating how much it is, because if it's less than $950 they can rob it and not get charged. That was her that did that. She played really no role in Proposition 47 at all.
"
1,Democrats mistakenly tweet 2014 pictures from Obama's term showing children from the Border in steel cages.
1,"At West Virginia University, we have had great success in changing our overall student culture to emphasize working smart and playing smart. The result has been a rise in student academic qualifications. Last fall, for example, on our Morgantown campus we welcomed our biggest class of Honors College freshmen ever, as well as our largest overall freshman class, with the highest-ever GPA."
0,"Florida taxpayers are spending millions of dollars to cover the health care costs of people in the U.S. illegally. Florida taxpayers $566 million for 54,000 hospital visits. Biden's open border policies make every state a border state, burdening taxpayers with the costs of non-citizen healthcare. Rep. Steube is vehemently opposed to illegal immigration and any strain it wrongly places on taxpaying American citizens."
0,"decimates another adrenochrome warehouse in Ukraine. spared no expense investigating reports of scores of adrenochrome farms popping up across an embattled Ukraine. obliterate the building without first putting boots on the ground to confirm that the warehouse would be used to siphon blood and adrenal fluid from kidnapped Russian children. humor, parody and satire."
0,"A tragedy that could have been avoided. But Zach Nunn took money from Adventureland's CEO, then sponsored legislation to loosen amusement park safety rules. A child died. Zach Nunn put his big donor first, ahead of the safety of Iowa families."
1,"Buttigieg said, was that ""before the pandemic, America went into a manufacturing recession, which really hurt places like where I come from in the industrial Midwest. He broke his promise for that kind of economic growth""."
1,Food Stamp participation hits 10 year low.
0,"SoS Brad Raffensperger to Investigate Himself Over Voter Fraud10 to 1 He Will Find Himself Innocent. Since the 2020 election, Raffensperger has spent all of his time covering up the voter fraud that occurred. He is basically investigating himself. One year ago, rioters stormed the Capitol driven by baseless stolen election claims and conspiracy theories. Georgia authorities have launched an investigation into an allegation of systematic ballot harvesting during the state's 2020 general election and subsequent U.S. Senate runoff and may soon issue subpoenas to secure the evidence. Those are still lawful ballots, but they've just been handled fraudulently with, obviously, the ballot harvesting. What he didn't say? That he's going to investigate himself over voter fraud."
0,"For nearly 50 years, politician Sherrod Brown helped create the crisis at our southern border. voting with radicals like Kamala Harris to give illegals taxpayer-funded stimulus checks, health care, even Social Security, rewarding illegals. Sherrod Brown caused the crisis. give illegals taxpayer funded stimulus checks, health care, even Social Security."
0,"Now, you might not think that rural health care access is an immigration issue. I guarantee it is an immigration issue, because we're bankrupting a lot of hospitals by forcing these hospitals to provide care for people who don't have the legal right to be in our country. If a patient comes into the ED and doesn't have insurance or can't pay, it doesn't really increase the cost to the hospital very much at all because the physician is already there. They'll deny the claim or say the patient really didn't need that service through prior authorization, and so the hospitals don't get paid for the service from someone who has insurance. This is not an overnight phenomenon. Providing care for immigrants in the country illegally was bankrupting rural hospitals and forcing them to close."
0,"Mike Pence seized power over an existing president. He was not president. Donald Trump was still president at that moment. Liz Cheney just outed him and I think in doing so reveals that she was complicit. Pence had no authority to order the DOD, Department of Homeland Security or Department of Justice around. Zero, zip, nada. Ladies and gentlemen, that's a coup. He had no authority to do so. Pence 'seized power' from Trump and undertook 'a coup' when he called on federal agencies for assistance on Jan."
0,"It's not messaging, Dana. It has to be put into an overall context where, in the last 50 years, if you could believe it, inflation-accounted-for weekly wages are lower today than they were 50 years ago, a massive transfer of wealth from the bottom 90% to the top 1%. Workers definitely have not gotten their share in the last half century, but it is ridiculous to say that they have made no gains. Inflation-adjusted weekly wages are lower today than they were 50 years ago."
0,"2020 was a really bad period because they used so many of the mail-in ballots. Mail-in ballots by their very nature, even Jimmy Carter said, don't ever use them, that will be corrupt, they can be so easily corrupted. Carter said that Carter said 'don't ever use' mail-in ballots because 'they can be so easily corrupted.'"
1,Masters wants to pass a national ban on abortion.
