statement,label
"We have dozens of districts that go for 150 to 200 miles, splitting counties, splintering cities and connecting areas that have very little in common.",1
Huckabee supported a tuition break to the children of illegals that are here illegally when citizens are having to pay a higher rate.,0
"Says Mexico doesnt have birthright citizenship, and Americans are the only ones to have it.",0
"We can clearly see that the bathing suits, though not in the kids section, are available in kids sizes. Either those are sizes for kids or for very, very, very small adults. Target is specifically marketing products for children.",0
On the importance of an independent voting record,0
The latest Quinnipiac poll found that nearly six-in-ten Americans oppose ObamaCare -- 30% support the law and 57% oppose it.,0
Walters votes with the president 99 percent of the time.,1
Says John Kitzhabers proposed budget for upcoming biennium represents 8 percent increase over last,0
Three courts have found the new health care law constitutional and two have found it unconstitutional.,1
John McCain voted against funding the troops because of . . . a timeline in it to draw down American troops.,1
"In 30 states, average teacher pay is less than the living wage for a family of four. The teacher pay gap is a national crisis.",1
Distracted driving such as texting behind the wheel is behind a rise in traffic deaths on Georgia roadways this year.,1
"Mitt Romneys and Bain Capitals profits from KB Toys, which later went out of business, were described by the Boston Herald as disgusting.",0
In Cuyahoga County ... 56 percent of weekend voters in 2008 were African American while adult African Americans comprise 28 percent of the county population.,1
I dont understand what Republicans are doing against this. It was their idea. John McCain introduced cap and trade legislation three times.,1
Claims that Rep. Sanford Bishop votes similar to House Speaker Nancy Pelosi are inaccurate.,0
"Over-vaccination causes faster mutation of the virus, which causes a super virus we may not have the ability to fight off. If the next Variant of Concern circumvents immunity from vaccines, immunity from past infection, and monoclonal antibody treatments, it is because society allowed the virus to continue to spread, evolve and mutate into new variants.",0
The city of Pembroke Pines doesnt have a vote in a plan to build a detention center in Southwest Ranches.,0
My opponent on day one of this campaign attacked me on Medicare and Medicare Advantage and that claim was found to be False.,1
The United States won every major battle of the Vietnam War. Every single one.,0
Louisianas film incentives program is so big they actually shot an upcoming film initially titled Dont Mess With Texas in New Orleans!,0
Spending of government money is 17 percent less than it was a decade ago.,1
"Every time we put a ballot issue on, it costs a million dollars.",0
"Florida has the most concealed weapon permits in the nation, nearly double that of the second state, which is Texas.",1
We expanded charter schools.,0
Says JoAnne Kloppenburg has told us she thinks its her job to promote a more equal society.,1
"Under the cap-and-trade bill, homes would have to be retrofitted to meet energy and water efficiency standards before they could be sold.",0
Obama has proposed 442 tax hikes since taking office.,0
Thirty-one percent of school districts are still receiving less funding per pupil than they did prior to the dramatic budget cuts of 2011.,1
Says Patrick Murphy advocated for cuts to Social Security and Medicare.,0
"I've not gotten a single call from the White House, but this man and his team have been in touch with us from Day  I didn't realize I had gotten it. There has been a lot of extra calls that we've had to make that we shouldn't have had to make. As we were there in the disaster area, I would get grabbed by somebody saying, 'We've not heard from anybody on this' and wanting to know an answer. The folks on the ground from FEMA who are working? They are hardworking people who are trying to help folks here.",0
"When mentioning Villanovas buzzer-beating win in the national championships, Hillary Clinton said: I love those come-from-behind victories.",0
"As a sign of extraordinary progress, there are half as many (primary-age) children out of school today as there were 15 years ago.",0
New federal projections estimate that the health care overhaul will cost $1.76 trillion over 10 years -- well above the $940 billion Democrats originally claimed.,0
"Says Gov. Scott Walker has led people to believe that if Wisconsin doesnt implement a (health-care) exchange, Obamacare doesnt happen here.",0
United States is #1 in oil consumption in the world.,1
"Has anyone noticed that Kamala CHEATED at the airport? There was nobody at the plane, and she 'A.I.'d' it, and showed a massive 'crowd' of so-called followers, BUT THEY DIDN'T EXIST! She had NOBODY waiting, and the 'crowd' looked like 10,000 people! Look, we caught her with a fake 'crowd.' There was nobody there!",0
Florida ranks 45th in the nation for tuition.,1
We have about six school districts that are in school 140 to 150 days this year.,1
No family earns too much to qualify for Oregon Healthy Kids program.,1
Says President Bill Clinton did not sign NAFTA.,0
"If we had been on Obamacare and a bureaucrat was trying to tell me when I could get that CAT scan, that would have delayed my treatment.",0
"In the weekend after the terrorist attacks in Paris, the White House said this couldnt happen in the United States. ISIS couldnt reach us here.",0
Says new GOP Wisconsin Assembly members voted to take funding away from their public schools in their districts to give it to private Milwaukee voucher schools.,0
Newt Gingrich says electric co-ops and credit unions are government-sponsored enterprises like Freddie Mac.,0
A private company building a natural gas pipeline into Florida is being forced to spend months under the review of six federal agencies.,1
Says Abraham Lincoln supported an agreement that allowed slavery in New Mexico and a law to return runaway slaves to their owners.,0
Obamas position on nuclear arms is a march toward global zero.,1
"Says that compared to direct sales by manufacturers, consumers save avg of $500 per car sold through franchised dealer model.",0
The incandescent light bulb has no effect whatever on the planet.,0
"The stimulus ""has delivered $43 billion in tax relief to American working families and businesses""",0
Hillary Clinton believed NAFTA was a 'boon' to our economy.,0
Our graduation rate is the highest it's ever been.,1
School children can earn higher grades by studying Islam under a new nationwide Muslim outreach program announced by President Barack Obama.,0
"After taking hundreds of thousands of dollars from Goldman Sachs and other Wall Street banks, (Debbie Wasserman Schultz) has voted to prevent the Consumer Financial Protection Bureau from regulating payday loans and addressing racial discrimination in car loans.",1
Wisconsin Gov. Scott Walkers estimate of a $3.6 billion state budget deficit is manufactured and a bogus figure.,0
Jim Dunnam has not lived in the district he represents for years now.,0
"In 1992, Barack Obama directed ""Project Vote - an arm of ACORN that also encouraged voter registration.""",0
The U.S. military is at risk of losing its military superiority because our Navy is smaller than its been since 1917. Our Air Force is smaller and older than any time since 1947.,0
"If the state turns down money for high-speed rail, it will kill nearly 10,000 permanent Wisconsin jobs.",0
"""Over the past four decades, we've lost over 400,000 farms in America (and) over 140 million acres of farmland"". ""And that's an area roughly equal to the size of Minnesota, North and South Dakota combined.""",1
Joe Biden wrote the Violence Against Women Act ... the rate of domestic violence went down dramatically.,1
At least 10 ISIS fighters have been caught coming across the Mexican border in Texas and there are dozens more that did not get caught by the Border Patrol.,0
"Says that while Foster was mayor, Rick Kriseman was ineffective in the Florida House of Representatives because there was no legislation that passed the House that had (Krisemans) name on it.",0
Only a few months ago the FBI arrested three Broward County Commissioners for accepting millions of dollars in trade for illegal favors.,0
Manufacturing is having its best employment year in almost 15 years.,1
The Obama administration called Bashar Assad a reformer when he was turning his Russian-provided guns on his own people.,0
Says Paul Ryan wants to cut Pell Grant scholarships for nearly 10 million students.,0
Wendy Davis opposes any limits on abortion.,0
Less than half of the poorest American households have a home Internet subscription.,1
"Says Wendy Davis, born into difficult circumstances, was the daughter of a single mother and a teenage mother herself.",0
"There's never been a leak of a vote -much less an actual opinion, much less in a case of this significance.",1
"By voting for Obamacare, Sen. Kay Hagan voted to kill the equivalent of 2.5 million jobs.",0
Secular Americans are the fastest-growing religious identification demographic in this country.,0
"""China is the largest developer of neuro-strike weapons, weapons engineered to change the brain activity of military commanders and segments of the population.""",1
Most Americans live within 50 miles of a nuclear power plant.,1
Two-thirds of our kids cant read at grade level.,0
Texas agriculture is at 98 percent efficiency in water use and just about maxed out as to what we can do on the conservation end of it.,0
"President Trump has sent 14,000 American troops to the Middle East region since May. So he can't tell his political rallies that he's getting troops out of endless wars when he's sending 14 times the amount back into the region.",1
"Says Alison Lundergan Grimes supports Obamacare, which cuts $700 billion from seniors Medicare.",0
"Right now, America has $1.1 trillion of student debt. Thats more than credit card debt.",1
"If women seeking an abortion see their ultrasound, the odds are pretty high theyre going to keep the baby.",0
Says David Rivera allowed House Republican leaders to strip key provisions from the STOCK Act that would crack down on insider trading by members of Congress.,0
Eliminating earmarks does not reduce spending.,1
"According to the nonpartisan Congressional Budget Office, the IRS would need to hire over 16,000 people ... to audit the American people and impose the new taxes and mandates of the health care bill.",0
Says Patrick Murphy wrongly conveyed Rubios stance on abortion for women infected by Zika.,0
"Says that under Mitt Romney, 89 million Americans could be denied coverage if they have a pre-existing condition.",0
"In 2006, I went out and authored a letter with 24 other senators asking for major reform of Freddie and Fannie, warning of a meltdown and a bubble in the housing market.",0
"We win when voter turnout is high, we lose when it is low.",0
"A friend in need is a friend indeed. So the United States is absolutely prepared to do what we can and what we must, to support Poland in terms of the burden that they have taken on, that I think all of us who understand the moral obligation we should feel to help people who are fleeing harm and seeking refuge; the burden we should all be prepared to take on to support those people who are fleeing their home when they don't want to leave. As Madam Vice President remarked today, 'A friend in need is a friend indeed.'",0
All the ponds in Missouri for which we have data are causing groundwater contamination... This is a statewide issue.,1
"Cicilline continues to accept hundreds of thousands of dollars in lobbyist, corporate PAC and insider money to fund his campaign.",0
The average person who gets the minimum wage in America is 35 years old.,0
"We pay far more for health care than any other country in the world, yet we have far worse outcomes than any other country in the world.",1
Our tax code is so complicated it extracts $140 billion in extra tax preparation costs every year - one thousand dollars for every American family.,0
Proposed federal regulations would affect every streetsign in the country,1
"It takes 5 months longer for white women to earn the same amount of money that men make in the same jobs in a year. An extra 2 whole months and 15 days. That's how long it takes for white women to make the same amount men made in the same job last year. And it's even worse for women of color. On #EqualPayDay, let's be clear: We need equal pay for equal work for ALL womenand we need it now. Whether two months and fifteen days or just two days, the pointand the problemhere is that women have to work longer than men to make the same amount of money, and women of color have to work even longer than other women.",0
"Because of the No Surprises Act, no more surprise billing. No more. Millions of hardworking Americans will no longer have to worry about unexpected medical bills.",1
The streetcar project planned by Mayor Tom Barrett would be a 1900s style trolley.,0
"In Florida, illegal immigration costs taxpayers nearly $4 billion (a year). This amounts to $700 for every household in Florida.",0
BREAKING FROM TRUMP: BIDEN'S DOJ WAS AUTHORIZED TO SHOOT ME! It's just been revealed that Biden's DOJ was authorized to use DEADLY FORCE for their DESPICABLE raid in Mar-a-Lago. You know they're just itching to do the unthinkableJoe Biden was locked & loaded ready to take me out & put my family in danger. Biden's DOJ was authorized to use deadly force and was ready to take me out in its raid of Mar-a-Lago.,0
"Prior to the emergence of the coronavirus and COVID-19, the U.S. economy had lifted millions out of poverty, expanded the workforce, and raised wages for huge numbers of Americans. Iowa had one of the lowest unemployment rates in the country, and many employers were scrambling to find qualified employees to fill their job openings.",1
McCain will give more tax breaks to big oil.,0
Health care reform will not affect veterans' benefits.,1
Walked declared we just had 100% increase in layoffs.,1
Obamacare carries on even under a government shutdown.,1
More than two-thirds of the aliens the Obama administration has brought to the United States under the presidents Central American Minors program werent actually minors at all.,1
"Susie Lee and her husband own 17 homes across the country and use their private jet to take vacations, and invest in companies like Walmart, Halliburton and GEO Group.",1
"In the past year, more than 20 percent of Americans have changed their mind about the war in Afghanistan. They conclude we shouldn't be there.",0
"There are almost 60,000 North Carolina children on waiting lists to access a school that works best for them.",1
"If you log into the governments Cash for Clunkers Web site (cars.gov) from your home computer, the government can seize all of your personal and private information, and track your computer activity.",0
Oregon schools receive millions of dollars per year in federal school lunch assistance and yet they are required to spend that money almost anywhere but Oregon.,1
"Says Hillary Clinton has been a champion of globalist trade agreements. ... Worst of all, they are now pushing the disastrous 5,000-page Obamatrade the Trans-Pacific Partnership agreement.",0
My property taxes went down largely because my technical college portion went down 35.5% because of the money we put in at state.,1
Says direct shipment of wine makes underage drinking as simple as a mouse click.,0
Atmospheric conditions could push a footballs pressure down approximately one-and-a-half pounds per square inch.,1
A 50-50 public-private split for paying for a new Milwaukee Bucks arena would be much better -- in terms of the portion of the public financing -- than most of the other arena projects done around the country.,1
Says the Affordable Care Act was a federal takeover of the student loan industry and profits on the loans go to help pay for the health care law.,0
The RI Board of Elections has heard official testimony from Providence residents who claim to have witnessed known illegal aliens voting in local elections.,0
Says Mitt Romney and Bain Capital are to blame in a womans premature death when they closed the plant where her husband worked.,0
"San Antonio has seen 67% growth in water customers in the last 25 years, 0% more water used.",0
"You either have XX or XY chromosomes. Barring chromosomal abnormalities, a person with a typical number of chromosomes  known as a euploid  has either XX or XY which determines biological sex. You either have XX or XY chromosomes. Those are the options.",0
The United States had allies lined up for air strikes in Syria and then Obama pulled the rug out.,0
Kelly Ayotte has voted to defund Planned Parenthood six times.,1
"Senate Democrats just voted to give stimulus checks to criminals in prison. They haven't lost their jobs, they aren't worried about paying rent or buying groceries.",1
"Says carpet bombing means bombing not a city, but the location of the troops, with embedded special forces to direct the air power.",0
"In stopping crime and holding criminals accountable, Supreme Court Justice Cheri Beasley has failed us. A teen murderer? She vacated the death sentence. An armed kidnapper? Beasley voted to reverse the conviction. An armed double-murderer? She voted for an early release. Time after time and case after case, Cheri Beasley protected criminals not victims. How can we trust her to protect our families?",1
Says the new Dodd-Frank financial law requires a 20 percent down payment to buy a house.,0
I read the House rules. And as frustrating as it may be to have these hearings going on behind closed doors -the hearings over which Congressman Schiff is presiding -they are consistent with the rules. The House rules permit committee chairs to hold closed hearings on matters of national security or intelligence.,1
"The Democratic Senatorial Campaign Committee claimed Eric Hovde ""brags about being in the 1%"" in an ad based on a quote from 12 years ago.",1
"Electric utility FirstEnergys annual revenues are greater than the GDP of Haiti, Kyrgyzstan, Iceland, or 15 African nations.",1
I have a D-minus voting record from the NRA.,1
"Sen. Van Wanggaard, R-Racine, in April 15 on X. ""Do you think he realizes that heâ's using the fact that he vetoed how to spend the money to ask that we give him the money anyways?"" the post said.",1
Today we stand as the highest-performing urban school district in America.,0
Says that Rep. Betty Sutton would rather riot with Occupy (Wall Street) than stand up for Ohio families.,0
Ive never supported legislation that invades peoples choices about contraception.,0
The United States (is) the largest provider of humanitarian assistance to displaced persons and refugees.,1
The number of people who believeinsocialism ...is increasing.,0
"The FBI has reopened its investigation into Hillary Clinton ... and discovered another 650,000 emails.",0
"Says at the state level were spending more on tax expenditures than we are on public safety, health care and education combined.",1
Says Donald Trump has bankrupt four separate businesses.,1
"In honor of #TaxDay, I remind you that Governor Evers wanted to increase your taxes by $1 billion just for heating your homes. Instead, Republicans cut your taxes by more than $2 billion. Evers wanted to raise your taxes by $1 billion just for heating your homes, but instead, Republicans delivered a more than $2 billion tax cut.",0
"Says many local governments in Wisconsin already require employees to pay 20 percent, 30 percent or even 40 percent of their health insurance premiums.",0
The platform of the Republican Party says deport everybody and to hell with it.,0
"Our state's No.1 ranking for business has transformed hundreds of thousands of Georgians' lives. Just like when she supported the #MLB boycott, Stacey Abrams' reckless & condescending comments continue to harm the state she claims to want to govern.",0
"Says the Department of Homeland Security has ordered enough rounds of .40 caliber ammunition to kill every man, woman and child in the United States, possibly to combat massive civil unrest or an invasion by a foreign power.",0
The new Hartsfield-Jackson international terminal was on time and on budget.,0
A lot of student loans are already refinanced by the federal government.,0
"Says that when President Obama visited El Paso, he pronounced that the border with Mexico and the United States was safer than it ever was in history.",1
"I've cut a half a billion dollars out of the EPA just in the last two years. We've cut 3,000 jobs out of the EPA.",1
Roadside bombs are responsible for 70 percent of casualties in Iraq and these new mine-resistant vehicles can reduce those casualties by two-thirds.,1
The largest category of people coming into the technical schools in Wisconsin are people with four-year degrees.,0
"Seniors with coverage under Medicare Advantage will give up ""more than their share"" because of health care reform",0
Right now 5% of Americans donate to political campaigns and candidates.,1
Letting the Bush tax cuts expire would raise taxes on small businesses.,0
"Toney claimed: ""I'm the only front-line prosecutor in this race that's actually used the resources of the Wisconsin Crime Lab in the prosecution of cases."" ",1
The Obama administration has used the Espionage Act to go after whistleblowers who leaked to journalists ... more than all previous administrations combined.,1
"People of color and those of not, they use marijuana at the same rate. People of color are three times more likely to get arrested and convicted.",1
Were only inches away from no longer being a free economy.,0
Fentanyl is the leading cause of death for Americans 18-45.,1
"Out of the total U.S. military budget, significantly less than 10 percent of that money is used to fight international terrorism.",0
Just in: Elon Musk bans Greta Thunberg from Twitter. fed up with Thunberg's frequent tweets about climate change. cool.,0
On supporting winner of Democratic primary with her superdelegate vote.,0
Every country struggles with mental illness. But the USA has a gun homicide rate 26 TIMES HIGHER than our peers. ,1
Says Will Rasmussen supported a sales tax as recently as last spring.,0
Georgias unemployment rate has exceeded the national rate for 50 consecutive months.,1
I had the longest judicial vacancy in the history of the United States.,1
"In the recent House special election in Florida, Democrats got outspent in a Republican district.",0
Foreign companies in the United States have a significantly higher unionization rate than other companies overall.,1
"Barack Obama supports plans to raise ""income taxes ... payroll taxes.""",0
"Says Austins treated wastewater, put into the Colorado River, is of higher quality than water the city takes from the lake for public use.",0
Common Core means there are over 300 data elements the government is going to be collecting about your children and about you.,0
The city of Atlanta ranks 25th among U.S. cities with the highest crime rates.,0
"Since 2000, when he entered politics, Jon Husted has been on the ballot six times for three different political offices.",1
Barack Obama has consistently voted against tougher penalties for criminals.,0
"From the moment we passed that signature legislation, Mike Bloomberg called it a disgrace.",1
"Wisconsin is not as obese as the national average is. The national average, 35.7 percent of the population is obese. In Wisconsin, its closer to 26 percent.",0
"We have cut crime across every single zone in the city of Atlanta by between 10 percent and 16 percent, depending on the zone.",0
"It will cost $50,000 per enrollee in Obamacare over the next 10 years.",0
The American people spoke pretty loudly. They said stop all the looming tax hikes....,0
"Says that when adjusted for inflation and population growth, state general revenue spending has decreased 10.7 percent on his watch.",0
Fifty percent of our West Virginia budget was for lower education.,1
The projected revenue from the Mayweather/Pacquiao fight is larger than the annual GDP of 29 different countries.,0
"Over 32,000 people die from #GunViolence every year. Yet, (The U.S. Centers for Disease Control and Prevention) is banned from researching ways to prevent this.",1
Goodwill Industries International pays workers with disabilities wages as low as pennies per hour.,0
"We dont know anything about Hillary in terms of religion. Now, shes been in the public eye for years and years, and yet theres no theres nothing out there.",0
Weve seen priests beheaded by the Islamic rebels on the other side. Weve also seen an Islamic rebel eating the heart of a soldier.,0
"One international flight a day in a wide-bodied jet ... one flight daily generates $150 million a year and approximately 2,300 jobs.",0
"A data system that goes along with Common Core is designed to collect up to 400 data points on each child, which can include personally identifiable data.",0
"According to Pew Research, 99 percent of the people in Afghanistan support oppressive Sharia law.",1
The right-to-work states are creating a lot more jobs today than the heavily unionized states.,1
Says Connie Mack was the only member of the Florida delegation that voted against a bill to help NASA.,1
"Under Obama's tax plan, ""95 percent of you will get a tax cut.""",0
The top 1/10th of 1 percent today in America owns almost as much wealth as the bottom 90 percent.,1
"Yes, this would be the same congressman (Rep. Pete Hoekstra) who last year Tweeted the whereabouts of a top-secret mission to Iraq.",0
"Every single one of the 41 Republican senators who just blocked a raise in the minimum wage will receive a $2,800 cost-of-living adjustment on January 1, 2015.",0
"The governors not taking his own fiscal advice. ... In the first fiscal quarter of this year, weve seen a 13.5 percent increase in spending, double-digit spending out of the executive branch in the State of Texas.",0
Obamacare doesnt require members of Congress to abide by the same rules that all of the other Americans do.,0
Hidden in the healthcare.gov code is language that means users waive any reasonable right to privacy of your personal information.,0
"The city of Atlanta has one of the highest lesbian, gay, bisexual and transgender populations per capita, ranking third among major American cities.",0
"Obama says Iran is a 'tiny' country, 'doesn't pose a serious threat.'",0
Oregon is spending $10 million advertising Obamacare with ads that dont even mention the program and how to enroll in it and that dont mention the word insurance.,0
"Says Morgan Carroll opposed requiring convicted sex offenders to register their online profiles, making it harder to track online sex offenders and child predators.",0
Massachusetts public schools teach kids as young as kindergartners about gay marriage.,0
"Pritzker said Republican elected officials, a network of propaganda publications in the state and some radio shock jocks were spreading a lie about his daughter dining outside at a restaurant with a large group of people during the COVID-19 pandemic. ",1
DeSantis will attack President Biden and Congress over and over again. But he won't mention that $1 of every $3 he spends comes from the federal government.,1
"The financial penalties imposed on gay couples can cost us more than $300,000 compared with married heterosexual couples over a lifetime.",1
Says he did the very best in a recent poll in Iowa matching up each of the major Republican presidential candidates against President Barack Obama.,1
"Obama's wife said her goal in life was to put the black community ""first and foremost.""",0
Recent international reports show the United States near the bottom among industrialized nations for k-12 academic achievement.,0
"In May we generated more jobs than all the rest of the country combined: 28,000 jobs in May for the state, 54,000 for the entire country.",0
"SaysVirginia RepublicanScott Taylor has been convicted in at least four different courts across the country, at times failing to even appear, and having a warrant issued for his arrest.",0
"There are 7,000 kids in New Hampshire who have health care because I helped to create the Children's Health Insurance Program.",1
"Obama ""promises more taxes on small business, seniors, your life savings, your family.""",0
"In her campaign for president, Hillary Clinton has received $100 million in contributions from Wall Street and hedge funds.",0
Two of the top three (rated) public high schools in Wisconsin Ronald Reagan College Prep and Rufus King International are MPS schools.,0
"While we have more to do, inflation is down by two-thirds. Inflation is now down close to 3%, the lowest among the worldâ's leading economies.",1
Says Carlos Beruff supported (Charlie) Crist even after he switched parties.,1
"When I started in Ohio it was terrible. Now, were getting bipartisan support for our bills. And thats called leadership.",1
Says abortion is the most common surgery in our country.,0
The two worst counties for (Medicaid) fraud in the country -- not state -- are Dade and Broward county.,1
"It used to be the policy of the Republican Party to get rid of the Department of Education. We finally get in charge and a chance to do something, so we double the size of the Department of Education.",1
Says U.S. Rep. Debbie Wasserman Schultz voted to cut off Floridas veterans and their benefits.,0
"Joe Biden banned 'religious themed' eggs at the White House's Easter Egg design contest for kids, AND he announced that tomorrow is 'National Transgender Visibility Day.' Did he forget that tomorrow is Easter, Resurrection Sunday? Joe Biden and his White House have made it clear that people of faith, particularly Christians and our Bible-believing views, have no place in his America.",0
"(Chris Christie) has not paid one dollar of state money into our pension system, and then states that the system is broke.",1
"Beto crashed into barriers, causing a collision while driving drunk, then fleeing the scene to avoid accountability.",1
Chris Jacobs has been financed by the same men who are now facing charges in one of Western New Yorks largest public corruption schemes,0
Says the National Labor Relations Board told Boeing that it couldnt build a factory in South Carolina because South Carolina is a right-to-work state.,0
America has already taken in one-fourth of Mexicos entire population.,0
Black women are three to four times more likely to die (from childbirth) even when they have the insurance and the income.,1
"Says in the governors proposed budget the use of that, what is called one-shots, is a 500 percent increase over the last Corzine budget.",0
"Had the online change of address been in place in 2008 an estimated 130,000 voters who cast provisional ballots could have changed their address online and voted a regular ballot.",1
"Says in 2000, Fox News broke the story of George W. Bushs drunk driving arrest. Who broke it? Fox News.",0
Says President Barack Obamas finance team is recommending a 1% tax on all transactions at any financial institution.,0
Gas prices are down back to where they were before Russia invaded Ukraine. They've dropped $1.50 from their peak this summer.,1
"The wife of the Ferguson, Mo., police chief said African-Americans in Ferguson are feral and violent.",0
"Were fifth in the world (in executions), behind China, Iran, Iraq and Saudi Arabia.",1
Says President Obama has doubled the deficit.,0
Says a U.S. Supreme Court justice suggested that some U.S. cases will be decided based on South African law.,0
Biden's sanctions are riddled with loopholes and don't even start for 30 days. They have carve outs for the energy and financial sectors. Biden's sanctions on Russia are riddled with loopholes and don't even start for 30 days. They have carve outs for the energy and financial sectors.,0
The passage of the teacher tenure bill in the Fla. Legislature was like the health care bill in Congress because one party jammed it through.,0
Welfare programs caused more long-term damage to Detroit than the atomic bomb caused to Hiroshima,0
Existing law right now requires 700 miles of double-layered border fencing on the Mexico border.,0
"One of the things I would immediately do is bring back the warrior class -- Petraeus, McChrystal, Mattis, Keane, Flynn. ... Every one was retired early because they told President Obama things that he didnt want to hear.",0
"Senator Cryin' Chuck Schumer fought hard against the Bad Iran Deal, even going at it with President Obama, & then Voted AGAINST it! Now he says I should not have terminated the deal, but he doesn't really believe that.",1
There is no such thing as a trans kid. the trans child is a pharmaceutically-constructed demographic of children who were told that they are living in the 'wrong body.',0
Richard Burr voted to protect tax breaks for companies that ship jobs overseas but voted against a tax break to help working people.,0
"I had the Texas Workforce Commission dig into the numbers and provide me with the numbers, and here they are. We now have more job openings than we do people who are on unemployment. We have 60% more job openings today than we did the month before the pandemic hit the state of Texas",1
The 2012 National Survey on Drug Use and Health found that up to half of daily marijuana smokers become addicted -- an estimated 2.7 million people in the U.S.,1
I'm the product of a mixed marriage that would have been illegal in 12 states when I was born.,1
"When I was in China and other places, by the way, I said, Mr. President, do you have a drug problem? 'No, no, no, we do not.' I said, Huh. Big country, 1.4 billion people, right. Not much of a drug problem. I said what do you attribute that to? 'Well, the death penalty.'",1
"Say Ohio Reps. Marcia Fudge, Marcy Kaptur and Dennis Kucinich are socialists who are openly serving in the U.S. Congress.",0
A public option for health care would end private insurance because the private insurance people will not be able to compete with a government option.,0
Says Gov. Rick Scotts approval ratings are up.,0
A lot of the problems with forest fires ...is because of bad policy (not to clear out the forests) that was put in place by environmentalists.,0
President Donald Trump even referred to one of Cramer's health care repeal bills as mean because the bill gutted protections for North Dakotans with preexisting conditions.,1
"When Mitt Romney was governor, the fact is that the average income for a family in Massachusetts went up by $5,500.",0
Donald Trump has failed to live up to our trust and treaty obligations to Native Americans. He took more than a month to allocate Congress' emergency funding to tribes-and only did so after tribes sued. He has failed to provide tribes with adequate protective personal equipment and medical supplies. It's unacceptable.,1
I have always said that I would be for drilling.,0
Says Hillary Clinton is proposing destroying Medicare for seniors.,0
"By the way, Project Some of you want to know, in there, they've got a national pregnancy coordinator that tracks all pregnancies. Think about what they're saying in Project 2025, you're going to have to register with a new federal agency when you get pregnant.",0
"My position is much less radical than my opponent's position, which is really abortion all the way up until the point of birth, even post-birth. Wiley is endorsed by the progressive caucus, he sought that endorsement. And, you know, if there's an abortion procedure that happens when the baby comes out and is still alive, many in that caucus have said they would support allowing the baby to suffocate on the table. Wiley supports abortion all the way up until the point of birth, even post-birth.",0
"Just two weeks ago, Customs and Border Protection seized enough fentanyl to kill every person in West Virginia 32 times over.",1
Says Marco Rubios proposed college affordability overhaul would specifically benefit for-profit colleges.,0
"Obama voted ""to cut off funding for our American troops on the battlefield.""",0
"The majority of hunters now want universal background checks, the majority of Trump voters. There's absolutely no reason we shouldn't be moving on it.",1
Ron Johnson just came out in favor of a federal abortion ban. We knew this was coming  he is doing everything he can to drag us back in time and strip women of their rights and freedoms. He is doing everything he can to drag us back in time and strip women of their rights and freedoms.,0
Wisconsin has been a national leader in so many ways. Preliminary data shows that we have more people on BadgerCare today than we did before the pandemic.,1
We dont have any chess grandmasters in the United States.,0
Says GOP recall challenger Kim Simac was delinquent paying her property taxes eight of the last nine years.,1
"I vetoed more than $3 billion in spending. Lawmakers and I cut taxes for 40,000 small businesses. Now Texas is No. 1 in job creation. The nations five best housing markets are right here in Texas. We balanced five state budgets and we cut state spending.",0
"The Obama administration estimates the number of children at the border is going to increase to 150,000 to 200,000 next year.",0
An estimated 56 million Americans don't have bank accounts.,1
"In Rhode Island, 9 percent of workers use the states temporary disability insurance program each year while in New Jersey, the rate is only 3 percent.",0
That 59 divisions in Philly had no votes for Romney in 2012 is (a) mathematical and statistical impossibility.,0
"Next year, you will be mandated by federal law to get rid of your existing light bulbs.",0
"In Massachusetts, Scott Browns Republican affiliation is not a secret, but clearly not on display.",1
Americas wealthiest 25 percent pay 86 percent of total income taxes. Wealthiest 5 percent pay 60 percent of total income taxes.,1
"laws that could eliminate IVF and birth control. From 2005 to 2013, Rogers supported legislation that would define embryos as legal people from the moment of conception, giving embryos constitutional rights. IVF as it's currently practiced involves destroying embryos, and that would be unworkable under laws that define personhood as beginning at conception. IVF could still be legal under personhood laws, but experts said the procedure would likely be more expensive and have lower success rates, and providers could exit the industry because of liability risk. Some forms of birth control that prevent pregnancy after eggs are fertilized could be at risk of criminalization.",0
[Federal] law says that you cant give in-state tuition to an illegal alien unless you first offer it to any other student regardless of their state of residence.,0
"I've been told by local citizens this has been happening in Huntersville #NC13 at big box retail locations. Feds aren't notifying anyone, just making secret drops at 3am. When I'm elected, we won't fund this illegal operation by @DHSgov. I am reporting on what citizens in Huntersville and Charlotte are seeing and have told me. in Huntersville #NC13 at big box retail locations illegal",0
"Were the seventh highest taxed state in America. And thats not just state, its local as well.",0
Says he voted to remove Common Core from our schools.,0
"I had to lay off 48 people last year, which has exacerbated the lack of law enforcement officers in the county that respond quickly to crime calls.",0
President Obama has the most border patrols and border security deployed at the border of any previous president.,1
"Teacher pay has increased under Republican leadership every year for the past 5 years. In fact, even according to the national teacher's unions own rankings, NC ranked number 2 in the U.S. for fastest rising teacher pay 2016-2017.",1
"Over the last 30 years, extreme poverty has been cut in half.",1
Sarah Eckhardt refused to take her own pay increases repeatedly.,0
Says today unemployment has been running near 12 percent or more for the last four years and the Legislature hasnt done much to lower it.,0
Its expressly prohibited by law that you can read and wholly surveil domestic email traffic in the United States.,1
"The United States is number 14, number 15 in college graduation rates, and were leading the world in high school dropout rates.",0
Says Donald Trump doesnt make a thing in America.,0
"For every time the state gets paid a dollar in taxes (on gambling), somebody loses $6.",0
